gameID,isHome,opponent,shotsFor,shotsAgainst,goalsFor,goalsAgainst,goalie,goalieSaves,goalieShots,backToBack
2023020010,False,BUF,31,25,5,1,8478048,24,25,False
2023020022,False,CBJ,42,21,3,5,8478048,16,21,False
2023020037,True,ARI,28,27,2,1,8478048,26,27,False
2023020053,True,NSH,24,27,1,4,8478048,14,18,False
2023020078,False,SEA,27,19,4,1,8471734,18,19,False
2023020096,False,CGY,20,26,3,1,8478048,25,26,False
2023020110,False,EDM,32,29,3,0,8471734,29,29,False
2023020124,False,VAN,24,33,4,3,8478048,30,33,False
2023020135,False,WPG,26,29,3,2,8478048,27,29,False
2023020148,True,CAR,26,27,2,1,8478048,26,27,False
2023020169,False,MIN,18,39,4,5,8471734,35,39,False
2023020183,True,DET,32,28,5,3,8471734,25,28,False
2023020196,True,MIN,28,26,4,1,8475839,25,26,False
2023020225,True,CBJ,40,28,4,3,8471734,25,28,False
2023020261,False,NJD,35,33,5,3,8478048,30,33,False
2023020274,False,DAL,33,36,3,6,8478048,30,34,False
2023020283,False,PIT,36,32,1,0,8471734,32,32,False
2023020294,False,PHI,19,37,3,1,8478048,36,37,False
2023020308,True,BOS,40,31,7,4,8471734,27,31,True
2023020322,True,BUF,26,39,1,5,8478048,34,38,False
2023020338,True,DET,41,27,3,2,8478048,25,27,False
2023020358,False,NSH,25,40,4,3,8478048,37,40,False
2023020370,True,SJS,36,28,6,5,8471734,23,28,True
2023020382,False,OTT,35,36,2,6,8478048,30,35,False
2023020414,False,WSH,31,29,0,4,8478048,25,29,False
2023020424,True,LAK,27,26,4,1,8471734,25,26,True
2023020432,True,TOR,31,30,3,7,8478048,23,29,False
2023020456,True,ANA,39,30,5,1,8471734,29,30,False
2023020462,False,BOS,34,22,2,1,8478048,21,22,True
2023020489,False,TOR,36,33,5,2,8478048,31,33,False
2023020511,True,EDM,34,28,3,4,8471734,24,28,False
2023020522,True,BUF,33,30,4,3,8478048,27,30,True
2023020529,True,WSH,31,27,5,1,8478048,26,27,False
2023020548,False,FLA,34,33,3,4,8471734,29,33,False
2023020560,False,TBL,21,35,5,1,8478048,34,35,True
2023020575,True,CAR,29,27,1,6,8478048,21,27,False
2023020591,True,CHI,32,23,4,1,8478048,22,23,False
2023020610,False,MTL,48,30,3,4,8471734,27,30,False
2023020621,True,VAN,42,26,3,6,8478048,20,25,False
2023020647,False,STL,43,20,2,5,8478048,15,19,False
2023020653,False,WSH,27,21,2,3,8471734,18,21,False
2023020669,True,WSH,31,25,2,1,8478048,24,25,True
2023020681,True,SEA,23,31,5,2,8478048,29,31,False
2023020701,False,VGK,30,26,1,5,8478048,21,25,False
2023020717,False,LAK,23,26,1,2,8471734,24,26,False
2023020722,False,ANA,33,18,5,2,8478048,16,18,True
2023020738,False,SJS,31,22,2,3,8478048,19,22,False
2023020755,True,VGK,38,20,2,5,8478048,15,19,False
2023020765,False,OTT,29,31,7,2,8471734,29,31,True
2023020781,True,COL,29,33,2,1,8471734,32,33,False
2023020791,True,TBL,24,18,3,1,8471734,17,18,False
2023020802,False,CHI,35,31,4,3,8478048,28,31,False
2023020820,True,CGY,31,29,2,0,8478048,29,29,False
2023020840,True,MTL,31,36,7,4,8471734,32,36,False
2023020863,False,NYI,38,41,6,5,8478048,36,41,False
2023020877,True,DAL,26,42,3,1,8478048,41,42,False
2023020891,False,NJD,18,40,5,1,8478048,39,40,False
2023020905,False,PHI,24,40,2,1,8478048,39,40,False
2023020919,False,CBJ,40,41,2,4,8471734,37,41,True
2023020939,True,CBJ,30,31,4,1,8478048,30,31,False
2023020964,False,TOR,35,34,3,4,8478048,31,34,False
2023020976,True,FLA,28,30,2,4,8478048,26,29,False
2023021018,True,STL,39,26,4,0,8478048,26,26,False
2023021028,True,NJD,26,20,3,1,8471734,19,20,False
2023021032,False,CAR,24,28,1,0,8478048,28,28,True
2023021052,False,TBL,28,28,3,6,8478048,22,27,False
2023021061,False,PIT,28,37,7,4,8471734,33,37,False
2023021073,True,NYI,31,27,5,2,8478048,25,27,True
2023021085,True,WPG,41,27,2,4,8478048,23,26,False
2023021098,False,BOS,31,26,5,2,8471734,24,26,False
2023021119,True,FLA,37,30,4,3,8478048,27,30,False
2023021137,True,PHI,27,42,6,5,8478048,37,42,False
2023021159,False,COL,25,40,3,2,8478048,39,40,False
2023021168,False,ARI,32,32,8,5,8471734,27,32,False
2023021182,True,PIT,30,20,2,5,8478048,15,18,False
2023021198,True,NJD,41,20,4,3,8478048,17,20,False
2023021213,False,DET,38,34,4,3,8471734,31,34,False
2023021234,True,MTL,46,28,5,2,8478048,26,28,False
2023021244,False,NYI,33,28,2,4,8478048,24,27,False
2023021257,True,PHI,25,26,1,4,8471734,22,26,False
2023021270,True,NYI,43,36,3,2,8478048,34,36,False
2023021292,True,OTT,34,25,4,0,8478048,25,25,False
